N;NOM;XL93;YL93;FROM;TO;C10C40_LD;C10C40;OUT;ECH;EP;ALT;LITHO;GEOLE;CLC;Copernic;GEOBAP;COPER_H2;GEOBAP_H2;GEO_COPER_H2;dist_basias;dist_basol;dist_centre;dist_eau;dist_route
1274;Q12;574763.24;6281038.93;0;1.4;<;20;1;E1;1.4;140;18;6;4;10;8;4;4;41;71.70812988;376.0541687;1640.693237;228.2542419;50
1275;Q5;574768.65;6280959.72;1.1;1.5;<;20;1;E2;0.4;140;18;6;4;10;8;4;4;41;84.22265625;324.5759277;1571.434692;156.524765;20
1276;Q5;574768.65;6280959.72;1.9;3;<;20;1;E3;1.1;140;18;6;4;10;8;4;4;41;84.22265625;324.5759277;1571.434692;156.524765;20
1277;Q5;574768.65;6280959.72;3;4;<;20;1;E4;1;140;18;6;4;10;8;4;4;41;84.22265625;324.5759277;1571.434692;156.524765;20
1278;Q10;574775.67;6281012.46;0;1.4;<;20;1;E1;1.4;140;18;6;4;10;8;4;4;41;95.23054504;348.0855408;1619.605225;205.9125977;50
1279;Q8;574775.82;6280987.69;1;2;<;20;1;E2;1;140;18;6;4;10;8;4;4;41;108.314621;334.8831787;1602.343384;187.8829498;41.23105621
1280;Q8;574775.82;6280987.69;2;2.7;<;20;1;E3;0.7;140;18;6;4;10;8;4;4;41;108.314621;334.8831787;1602.343384;187.8829498;41.23105621
1281;Q8;574775.82;6280987.69;2.7;3.7;<;20;1;E4;1;140;18;6;4;10;8;4;4;41;108.314621;334.8831787;1602.343384;187.8829498;41.23105621
1282;Q3;574782.56;6280954.59;0.3;1;<;20;1;E1;0.7;140;18;6;4;10;8;4;4;41;79.93157196;302.4650879;1573.226807;158.1138763;31.62277603
1283;Q3;574782.56;6280954.59;1.5;3;<;20;1;E3;1.5;140;18;6;4;10;8;4;4;41;79.93157196;302.4650879;1573.226807;158.1138763;31.62277603
1284;Q3;574782.56;6280954.59;3;4;<;20;1;E4;1;140;18;6;4;10;8;4;4;41;79.93157196;302.4650879;1573.226807;158.1138763;31.62277603
1285;Q6;574784.78;6280976.95;0.6;1.5;=;270;9;E1;0.9;140;18;6;4;10;8;4;4;41;108.1399841;320.7964172;1598.864624;183.575592;44.72135925
1286;Q6;574784.78;6280976.95;1.5;3.1;=;170;1;E3;1.6;140;18;6;4;10;8;4;4;41;108.1399841;320.7964172;1598.864624;183.575592;44.72135925
1287;Q6;574784.78;6280976.95;3.1;4;=;560;1;E4;0.9;140;18;6;4;10;8;4;4;41;108.1399841;320.7964172;1598.864624;183.575592;44.72135925
1288;Q7;574787.1;6280986.21;1;2;=;440;1;E2;1;140;18;6;4;10;8;4;4;41;108.1399841;320.7964172;1598.864624;183.575592;44.72135925
1289;Q7;574787.1;6280986.21;2;3;=;85;1;E3;1;140;18;6;4;10;8;4;4;41;108.1399841;320.7964172;1598.864624;183.575592;44.72135925
1290;Q7;574787.1;6280986.21;3;4;=;220;1;E4;1;140;18;6;4;10;8;4;4;41;108.1399841;320.7964172;1598.864624;183.575592;44.72135925
1291;Q1;574792.7;6280931.39;1;1.7;=;650;9;E2;0.7;140.1215981;18;6;4;10;8;4;4;41;67.70713806;282.9140015;1561.536987;147.6482239;31.62277603
1292;Q1;574792.7;6280931.39;1.7;3.1;=;40;1;E3;1.4;140.1215981;18;6;4;10;8;4;4;41;67.70713806;282.9140015;1561.536987;147.6482239;31.62277603
1293;Q1;574792.7;6280931.39;3.1;4;=;25;1;E4;0.9;140.1215981;18;6;4;10;8;4;4;41;67.70713806;282.9140015;1561.536987;147.6482239;31.62277603
1294;Q4;574795.77;6280968.71;0;0.5;=;330;1;E1;0.5;140.1234674;18;6;4;10;8;4;4;41;102.2636642;306.7147522;1595.50354;180.2775574;50
1295;Q4;574795.77;6280968.71;1.5;2.5;=;1700;9;E2;1;140.1234674;18;6;4;10;8;4;4;41;102.2636642;306.7147522;1595.50354;180.2775574;50
1296;Q4;574795.77;6280968.71;2.5;4;=;350;9;E4;1.5;140.1234674;18;6;4;10;8;4;4;41;102.2636642;306.7147522;1595.50354;180.2775574;50
1297;Q2;574801.63;6280940.88;0.5;1.6;=;170;9;E1;1.1;140.0299492;18;6;4;10;8;4;4;41;81.16437531;280.3938904;1575.334351;161.2451477;44.72135925
1298;Q2;574801.63;6280940.88;1.6;2.5;=;1200;9;E2;0.9;140.0299492;18;6;4;10;8;4;4;41;81.16437531;280.3938904;1575.334351;161.2451477;44.72135925
1299;Q2;574801.63;6280940.88;3.4;4;=;600;1;E4;0.6;140.0299492;18;6;4;10;8;4;4;41;81.16437531;280.3938904;1575.334351;161.2451477;44.72135925
1300;P39;575287.95;6280679.8;0;1;=;540;9;E1;1;145;15;5;2;7;7;4;3;42;61.67054749;270.6627808;1702.267822;308.7069702;50
1301;P39;575287.95;6280679.8;1;2.5;<;20;1;E2;1.5;145;15;5;2;7;7;4;3;42;61.67054749;270.6627808;1702.267822;308.7069702;50
1302;P39;575287.95;6280679.8;2.5;4;<;20;1;E4;1.5;145;15;5;2;7;7;4;3;42;61.67054749;270.6627808;1702.267822;308.7069702;50
1303;P31;575296.39;6280610.78;1;2;<;20;1;E2;1;145.3639944;15;5;2;7;7;4;3;42;70.97109222;310.759613;1667.131958;291.2044067;50
1304;P31;575296.39;6280610.78;2;3;<;20;1;E3;1;145.3639944;15;5;2;7;7;4;3;42;70.97109222;310.759613;1667.131958;291.2044067;50
1305;P31;575296.39;6280610.78;3;4;<;20;1;E4;1;145.3639944;15;5;2;7;7;4;3;42;70.97109222;310.759613;1667.131958;291.2044067;50
1306;P32;575298.85;6280618.94;0.5;2;<;20;1;E2;1.5;145.3639944;15;5;2;7;7;4;3;42;65.00228119;305.5812988;1673.151978;294.1088257;50
1307;P32;575298.85;6280618.94;2;3;=;55;1;E3;1;145.3639944;15;5;2;7;7;4;3;42;65.00228119;305.5812988;1673.151978;294.1088257;50
1308;P32;575298.85;6280618.94;3;4;<;20;1;E4;1;145.3639944;15;5;2;7;7;4;3;42;65.00228119;305.5812988;1673.151978;294.1088257;50
1309;P26;575303.79;6280611.49;0.2;0.8;=;730;1;E1;0.6;145.7640022;15;5;2;7;7;4;3;42;63.63093948;319.2859802;1675.14209;300.8321838;40
1310;P26;575303.79;6280611.49;0.8;2;<;20;1;E2;1.2;145.7640022;15;5;2;7;7;4;3;42;63.63093948;319.2859802;1675.14209;300.8321838;40
1311;P26;575303.79;6280611.49;2;4;<;20;1;E3;2;145.7640022;15;5;2;7;7;4;3;42;63.63093948;319.2859802;1675.14209;300.8321838;40
1312;P17;575307.29;6280551.12;0.05;2;=;75;9;E1;1.95;145.4883458;15;5;2;7;7;4;3;42;98.53697968;353.9677124;1640.015503;278.5677795;50
1313;P17;575307.29;6280551.12;2;3;<;20;1;E3;1;145.4883458;15;5;2;7;7;4;3;42;98.53697968;353.9677124;1640.015503;278.5677795;50
1314;P17;575307.29;6280551.12;3;4;<;20;1;E4;1;145.4883458;15;5;2;7;7;4;3;42;98.53697968;353.9677124;1640.015503;278.5677795;50
1315;P16;575307.53;6280544.43;1.1;2;<;20;1;E2;0.9;145.4119439;15;5;2;7;7;4;3;42;106.3068008;360.3952637;1634.301758;275.136322;50.99019623
1316;P16;575307.53;6280544.43;2;3;=;390;1;E3;1;145.4119439;15;5;2;7;7;4;3;42;106.3068008;360.3952637;1634.301758;275.136322;50.99019623
1317;P16;575307.53;6280544.43;3;4;=;20;1;E4;1;145.4119439;15;5;2;7;7;4;3;42;106.3068008;360.3952637;1634.301758;275.136322;50.99019623
1318;P24;575309.28;6280569.72;0.4;2;<;20;1;E2;1.6;145.6411493;15;5;2;7;7;4;3;42;84.41763306;341.6283569;1651.565186;286.3564148;41.23105621
1319;P24;575309.28;6280569.72;2;3;<;20;1;E3;1;145.6411493;15;5;2;7;7;4;3;42;84.41763306;341.6283569;1651.565186;286.3564148;41.23105621
1320;P24;575309.28;6280569.72;3;4;<;20;1;E4;1;145.6411493;15;5;2;7;7;4;3;42;84.41763306;341.6283569;1651.565186;286.3564148;41.23105621
1321;P10;575314.37;6280535.23;0.4;1.1;<;20;1;E1;0.7;145.6527736;15;5;2;7;7;4;3;42;104.3523636;374.4974365;1636.88916;281.6025696;40
1322;P10;575314.37;6280535.23;1.1;2.5;<;20;1;E2;1.4;145.6527736;15;5;2;7;7;4;3;42;104.3523636;374.4974365;1636.88916;281.6025696;40
1323;P10;575314.37;6280535.23;2.5;4;<;20;1;E4;1.5;145.6527736;15;5;2;7;7;4;3;42;104.3523636;374.4974365;1636.88916;281.6025696;40
1324;P07;575314.61;6280507.76;0.5;1.2;=;80;1;E1;0.7;145.8855735;15;5;2;7;7;4;3;42;85.98032379;387.8550415;1625.727295;275.136322;40
1325;P07;575314.61;6280507.76;1.2;2.2;=;280;1;E2;1;145.8855735;15;5;2;7;7;4;3;42;85.98032379;387.8550415;1625.727295;275.136322;40
1326;P07;575314.61;6280507.76;2.2;3.5;=;35;1;E3;1.3;145.8855735;15;5;2;7;7;4;3;42;85.98032379;387.8550415;1625.727295;275.136322;40
1327;P06;575316.68;6280500.54;0.15;0.9;=;140;9;E1;0.75;146.0019747;15;5;2;7;7;4;3;42;77.09874725;394.7443848;1620.210083;272.0294189;40
1328;P06;575316.68;6280500.54;0.9;2.2;<;20;1;E2;1.3;146.0019747;15;5;2;7;7;4;3;42;77.09874725;394.7443848;1620.210083;272.0294189;40
1329;P06;575316.68;6280500.54;3.2;4;=;25;1;E4;0.8;146.0019747;15;5;2;7;7;4;3;42;77.09874725;394.7443848;1620.210083;272.0294189;40
1330;P08;575318.1;6280517.99;0.8;2;<;20;1;E2;1.2;145.7691693;15;5;2;7;7;4;3;42;95.08425903;381.1035767;1631.287109;278.5677795;40
1331;P08;575318.1;6280517.99;2;3.1;<;20;1;E3;1.1;145.7691693;15;5;2;7;7;4;3;42;95.08425903;381.1035767;1631.287109;278.5677795;40
1332;P08;575318.1;6280517.99;3.1;4;<;20;1;E4;0.9;145.7691693;15;5;2;7;7;4;3;42;95.08425903;381.1035767;1631.287109;278.5677795;40
1333;P37;575318.31;6280653.63;0.6;2;=;120;1;E2;1.4;146.1639975;15;5;2;7;7;4;3;42;34.84962463;309.7565613;1707.251221;323.1098938;28.28427124
1334;P37;575318.31;6280653.63;2;3;<;20;1;E3;1;146.1639975;15;5;2;7;7;4;3;42;34.84962463;309.7565613;1707.251221;323.1098938;28.28427124
1335;P37;575318.31;6280653.63;3;4;<;20;1;E4;1;146.1639975;15;5;2;7;7;4;3;42;34.84962463;309.7565613;1707.251221;323.1098938;28.28427124
1336;P18;575318.65;6280564.28;1;2;<;20;1;E2;1;145.860429;15;5;2;7;7;4;3;42;84.43894958;355.6311951;1653.944092;291.5476074;36.05551147
1337;P18;575318.65;6280564.28;2;3;<;20;1;E3;1;145.860429;15;5;2;7;7;4;3;42;84.43894958;355.6311951;1653.944092;291.5476074;36.05551147
1338;P18;575318.65;6280564.28;3;4;<;20;1;E4;1;145.860429;15;5;2;7;7;4;3;42;84.43894958;355.6311951;1653.944092;291.5476074;36.05551147
1339;P36;575319.37;6280642.93;0.6;2;=;120;1;E2;1.4;146.1639975;15;5;2;7;7;4;3;42;37.76369095;313.9119873;1701.175537;319.5309143;36.05551147
1340;P36;575319.37;6280642.93;2;3;<;20;1;E3;1;146.1639975;15;5;2;7;7;4;3;42;37.76369095;313.9119873;1701.175537;319.5309143;36.05551147
1341;P36;575319.37;6280642.93;3;4;<;20;1;E4;1;146.1639975;15;5;2;7;7;4;3;42;37.76369095;313.9119873;1701.175537;319.5309143;36.05551147
1342;P09;575319.32;6280524.38;0.8;2;<;20;1;E2;1.2;145.7691693;15;5;2;7;7;4;3;42;95.08425903;381.1035767;1631.287109;278.5677795;40
1343;P09;575319.32;6280524.38;2;3;<;20;1;E3;1;145.7691693;15;5;2;7;7;4;3;42;95.08425903;381.1035767;1631.287109;278.5677795;40
1344;P09;575319.32;6280524.38;3;4;<;20;1;E4;1;145.7691693;15;5;2;7;7;4;3;42;95.08425903;381.1035767;1631.287109;278.5677795;40
1345;P34;575319.55;6280630.93;0.6;2;<;20;1;E2;1.4;146.1639975;15;5;2;7;7;4;3;42;42.86836243;318.3273926;1695.137085;316.2277527;31.62277603
1346;P34;575319.55;6280630.93;2;3;<;20;1;E3;1;146.1639975;15;5;2;7;7;4;3;42;42.86836243;318.3273926;1695.137085;316.2277527;31.62277603
1347;P34;575319.55;6280630.93;3;4;<;20;1;E4;1;146.1639975;15;5;2;7;7;4;3;42;42.86836243;318.3273926;1695.137085;316.2277527;31.62277603
1348;P19;575320.18;6280556.27;0.1;1;=;3200;9;E1;0.9;145.7440278;15;5;2;7;7;4;3;42;92.31217194;361.7528687;1648.218018;287.9236145;42.42640686
1349;P19;575320.18;6280556.27;1;2.5;<;20;1;E2;1.5;145.7440278;15;5;2;7;7;4;3;42;92.31217194;361.7528687;1648.218018;287.9236145;42.42640686
1350;P19;575320.18;6280556.27;2.5;4;<;20;1;E4;1.5;145.7440278;15;5;2;7;7;4;3;42;92.31217194;361.7528687;1648.218018;287.9236145;42.42640686
1351;P01;575321.4;6280473.94;0.25;0.75;=;170;9;E1;0.5;146.8072024;15;5;2;7;7;4;3;42;52.9057312;416.1705627;1603.918823;260;41.23105621
1352;P01;575321.4;6280473.94;1.6;2.5;=;30;1;E2;0.9;146.8072024;15;5;2;7;7;4;3;42;52.9057312;416.1705627;1603.918823;260;41.23105621
1353;P01;575321.4;6280473.94;3.2;4.2;<;20;1;E4;1;146.8072024;15;5;2;7;7;4;3;42;52.9057312;416.1705627;1603.918823;260;41.23105621
1354;P20;575322.22;6280546.03;0.1;1;<;20;1;E1;0.9;145.8433133;15;5;2;7;7;4;3;42;93.35103607;375.8041077;1650.783569;294.1088257;31.62277603
1355;P20;575322.22;6280546.03;1;2.5;<;20;1;E2;1.5;145.8433133;15;5;2;7;7;4;3;42;93.35103607;375.8041077;1650.783569;294.1088257;31.62277603
1356;P20;575322.22;6280546.03;2.5;4;<;20;1;E4;1.5;145.8433133;15;5;2;7;7;4;3;42;93.35103607;375.8041077;1650.783569;294.1088257;31.62277603
1357;P33;575322.58;6280626.36;0.15;1.5;=;60;1;E1;1.35;146.5640053;15;5;2;7;7;4;3;42;43.14274597;331.8070679;1697.1604;322.8002625;20
1358;P33;575322.58;6280626.36;1.5;3;=;25;1;E3;1.5;146.5640053;15;5;2;7;7;4;3;42;43.14274597;331.8070679;1697.1604;322.8002625;20
1359;P33;575322.58;6280626.36;3;4;<;20;1;E4;1;146.5640053;15;5;2;7;7;4;3;42;43.14274597;331.8070679;1697.1604;322.8002625;20
1360;P33;575322.58;6280626.36;4;7;<;20;1;E5;3;146.5640053;15;5;2;7;7;4;3;42;43.14274597;331.8070679;1697.1604;322.8002625;20
1361;P33;575322.58;6280626.36;7;12;<;20;1;E5;5;146.5640053;15;5;2;7;7;4;3;42;43.14274597;331.8070679;1697.1604;322.8002625;20
1362;P25;575322.82;6280561.74;0.35;1.1;<;20;1;E1;0.75;146.1561057;15;5;2;7;7;4;3;42;78.37050629;363.6557922;1662.138062;300.8321838;28.28427124
1363;P25;575322.82;6280561.74;1.1;2.5;<;20;1;E2;1.4;146.1561057;15;5;2;7;7;4;3;42;78.37050629;363.6557922;1662.138062;300.8321838;28.28427124
1364;P25;575322.82;6280561.74;2.5;4;<;20;1;E4;1.5;146.1561057;15;5;2;7;7;4;3;42;78.37050629;363.6557922;1662.138062;300.8321838;28.28427124
1365;P35;575323.21;6280639.57;0.6;2;<;20;1;E2;1.4;146.5640053;15;5;2;7;7;4;3;42;28.94989395;322.974823;1709.143188;328.9376831;28.28427124
1366;P35;575323.21;6280639.57;2;3;<;20;1;E3;1;146.5640053;15;5;2;7;7;4;3;42;28.94989395;322.974823;1709.143188;328.9376831;28.28427124
1367;P35;575323.21;6280639.57;3;4;<;20;1;E4;1;146.5640053;15;5;2;7;7;4;3;42;28.94989395;322.974823;1709.143188;328.9376831;28.28427124
1368;P28;575325.66;6280579.24;0.5;2;<;20;9;E2;1.5;146.4689123;15;5;2;7;7;4;3;42;62.91849136;352.224823;1673.654663;308.7069702;20
1369;P28;575325.66;6280579.24;2;3;<;20;1;E3;1;146.4689123;15;5;2;7;7;4;3;42;62.91849136;352.224823;1673.654663;308.7069702;20
1370;P28;575325.66;6280579.24;3;4;<;20;1;E4;1;146.4689123;15;5;2;7;7;4;3;42;62.91849136;352.224823;1673.654663;308.7069702;20
1371;P05;575326.25;6280487.52;0.1;1.5;=;470;1;E1;1.4;146.5026953;15;5;2;7;7;4;3;42;63.62245178;408.8847351;1623.12793;277.3085022;31.62277603
1372;P05;575326.25;6280487.52;1.5;3;<;20;1;E3;1.5;146.5026953;15;5;2;7;7;4;3;42;63.62245178;408.8847351;1623.12793;277.3085022;31.62277603
1373;P05;575326.25;6280487.52;3;3.5;=;170;1;E4;0.5;146.5026953;15;5;2;7;7;4;3;42;63.62245178;408.8847351;1623.12793;277.3085022;31.62277603
1374;P38;575328.11;6280668.46;0.6;1.5;<;20;1;E1;0.9;146.5640053;15;5;2;7;7;4;3;42;28.34248352;311.6695862;1727.39563;340.1470337;10
1375;P38;575328.11;6280668.46;1.5;3;<;20;1;E3;1.5;146.5640053;15;5;2;7;7;4;3;42;28.34248352;311.6695862;1727.39563;340.1470337;10
1376;P38;575328.11;6280668.46;3;4;<;20;1;E4;1;146.5640053;15;5;2;7;7;4;3;42;28.34248352;311.6695862;1727.39563;340.1470337;10
1377;P27;575328.15;6280593.3;0.5;2;=;20;1;E2;1.5;146.5640053;15;5;2;7;7;4;3;42;56.27731705;346.8007202;1679.472656;313.04953;20
1378;P27;575328.15;6280593.3;2;3;<;20;1;E3;1;146.5640053;15;5;2;7;7;4;3;42;56.27731705;346.8007202;1679.472656;313.04953;20
1379;P27;575328.15;6280593.3;3;4;<;20;1;E4;1;146.5640053;15;5;2;7;7;4;3;42;56.27731705;346.8007202;1679.472656;313.04953;20
1380;P11;575329.07;6280530.5;0.4;1.1;<;20;1;E1;0.7;145.8770963;15;5;2;7;7;4;3;42;100.8266678;382.1260681;1645.168091;291.2044067;30
1381;P11;575329.07;6280530.5;1.1;2.5;<;20;1;E2;1.4;145.8770963;15;5;2;7;7;4;3;42;100.8266678;382.1260681;1645.168091;291.2044067;30
1382;P11;575329.07;6280530.5;2.5;4;<;20;1;E4;1.5;145.8770963;15;5;2;7;7;4;3;42;100.8266678;382.1260681;1645.168091;291.2044067;30
1383;P12;575331.78;6280526.4;1;2;<;20;1;E2;1;146.2978067;15;5;2;7;7;4;3;42;89.13481903;396.2119751;1647.92041;297.3213806;20
1384;P12;575331.78;6280526.4;2;3;<;20;1;E3;1;146.2978067;15;5;2;7;7;4;3;42;89.13481903;396.2119751;1647.92041;297.3213806;20
1385;P12;575331.78;6280526.4;3;4;<;20;1;E4;1;146.2978067;15;5;2;7;7;4;3;42;89.13481903;396.2119751;1647.92041;297.3213806;20
1386;P12;575331.78;6280526.4;4;8;<;20;1;E5;4;146.2978067;15;5;2;7;7;4;3;42;89.13481903;396.2119751;1647.92041;297.3213806;20
1387;P12;575331.78;6280526.4;8;12;<;20;1;E5;4;146.2978067;15;5;2;7;7;4;3;42;89.13481903;396.2119751;1647.92041;297.3213806;20
1388;P29;575334.17;6280581.18;0.05;1.5;<;20;9;E1;1.45;146.8445908;15;5;2;7;7;4;3;42;56.30929184;360.6027527;1681.812134;317.8049622;10
1389;P29;575334.17;6280581.18;1.5;3;<;20;1;E3;1.5;146.8445908;15;5;2;7;7;4;3;42;56.30929184;360.6027527;1681.812134;317.8049622;10
1390;P29;575334.17;6280581.18;3;4;<;20;1;E4;1;146.8445908;15;5;2;7;7;4;3;42;56.30929184;360.6027527;1681.812134;317.8049622;10
1391;P02;575334.14;6280470.02;0;0.5;<;20;9;E1;0.5;147.6071992;15;5;2;7;7;4;3;42;41.26762009;430.0487671;1620.833008;278.5677795;22.36067963
1392;P02;575334.14;6280470.02;0.5;1.5;<;20;1;E1;1;147.6071992;15;5;2;7;7;4;3;42;41.26762009;430.0487671;1620.833008;278.5677795;22.36067963
1393;P02;575334.14;6280470.02;1.5;3;<;20;1;E3;1.5;147.6071992;15;5;2;7;7;4;3;42;41.26762009;430.0487671;1620.833008;278.5677795;22.36067963
1394;P30;575334.46;6280590.27;0.5;1.5;=;35;1;E1;1;146.9640005;15;5;2;7;7;4;3;42;48.77639008;355.3065491;1687.601929;322.0248413;10
1395;P30;575334.46;6280590.27;1.5;3;=;35;1;E3;1.5;146.9640005;15;5;2;7;7;4;3;42;48.77639008;355.3065491;1687.601929;322.0248413;10
1396;P30;575334.46;6280590.27;3;4;=;65;1;E4;1;146.9640005;15;5;2;7;7;4;3;42;48.77639008;355.3065491;1687.601929;322.0248413;10
1397;P21;575334.78;6280551.85;0.1;1.5;=;290;9;E1;1.4;146.2553851;15;5;2;7;7;4;3;42;79.21373749;377.636261;1664.682129;306.7572327;28.28427124
1398;P21;575334.78;6280551.85;1.5;3;<;20;1;E3;1.5;146.2553851;15;5;2;7;7;4;3;42;79.21373749;377.636261;1664.682129;306.7572327;28.28427124
1399;P21;575334.78;6280551.85;3;4;<;20;1;E4;1;146.2553851;15;5;2;7;7;4;3;42;79.21373749;377.636261;1664.682129;306.7572327;28.28427124
1400;P23;575340.28;6280562.34;0.4;2;<;20;1;E2;1.6;146.4517873;15;5;2;7;7;4;3;42;72.27182007;371.7761841;1670.351807;310.1612549;22.36067963
1401;P23;575340.28;6280562.34;2;3;<;20;1;E3;1;146.4517873;15;5;2;7;7;4;3;42;72.27182007;371.7761841;1670.351807;310.1612549;22.36067963
1402;P23;575340.28;6280562.34;3;4;<;20;1;E4;1;146.4517873;15;5;2;7;7;4;3;42;72.27182007;371.7761841;1670.351807;310.1612549;22.36067963
1403;P22;575340.93;6280573.48;0.5;2;<;20;1;E2;1.5;146.6481933;15;5;2;7;7;4;3;42;64.51617432;366.09552;1676.06189;313.8471069;14.14213562
1404;P22;575340.93;6280573.48;2;3;<;20;1;E3;1;146.6481933;15;5;2;7;7;4;3;42;64.51617432;366.09552;1676.06189;313.8471069;14.14213562
1405;P22;575340.93;6280573.48;3;4;<;20;1;E4;1;146.6481933;15;5;2;7;7;4;3;42;64.51617432;366.09552;1676.06189;313.8471069;14.14213562
1406;P14;575342.43;6280528.05;0.6;1.2;=;75;1;E1;0.6;147.0094707;15;5;2;7;7;4;3;42;89.38689423;397.6987915;1661.782715;310.1612549;10
1407;P14;575342.43;6280528.05;1.2;2.5;<;20;1;E2;1.3;147.0094707;15;5;2;7;7;4;3;42;89.38689423;397.6987915;1661.782715;310.1612549;10
1408;P14;575342.43;6280528.05;2.5;4;<;20;1;E4;1.5;147.0094707;15;5;2;7;7;4;3;42;89.38689423;397.6987915;1661.782715;310.1612549;10
1409;P03;575342.8;6280491;0.2;1.2;<;20;1;E1;1;147.6638704;15;5;2;7;7;4;3;42;57.89487457;423.4746094;1639.965942;295.4657288;14.14213562
1410;P03;575342.8;6280491;1.2;2.5;<;20;1;E2;1.3;147.6638704;15;5;2;7;7;4;3;42;57.89487457;423.4746094;1639.965942;295.4657288;14.14213562
1411;P03;575342.8;6280491;2.5;4;<;20;1;E4;1.5;147.6638704;15;5;2;7;7;4;3;42;57.89487457;423.4746094;1639.965942;295.4657288;14.14213562
1412;P04;575343.23;6280494.72;0.1;1.2;<;20;1;E1;1.1;147.6638704;15;5;2;7;7;4;3;42;57.89487457;423.4746094;1639.965942;295.4657288;14.14213562
1413;P04;575343.23;6280494.72;1.2;2.5;<;20;1;E2;1.3;147.6638704;15;5;2;7;7;4;3;42;57.89487457;423.4746094;1639.965942;295.4657288;14.14213562
1414;P04;575343.23;6280494.72;3;4;<;20;1;E4;1;147.6638704;15;5;2;7;7;4;3;42;57.89487457;423.4746094;1639.965942;295.4657288;14.14213562
1415;P13;575346.97;6280534.22;1;2;<;20;1;E2;1;147.0094707;15;5;2;7;7;4;3;42;89.38689423;397.6987915;1661.782715;310.1612549;10
1416;P13;575346.97;6280534.22;2;3;<;20;1;E3;1;147.0094707;15;5;2;7;7;4;3;42;89.38689423;397.6987915;1661.782715;310.1612549;10
1417;P13;575346.97;6280534.22;3;4;<;20;1;E4;1;147.0094707;15;5;2;7;7;4;3;42;89.38689423;397.6987915;1661.782715;310.1612549;10
1418;P15;575348.72;6280522.87;0.5;2;<;20;1;E2;1.5;147.1730737;15;5;2;7;7;4;3;42;87.73264313;403.9256592;1656.264893;306.7572327;10
1419;P15;575348.72;6280522.87;2;3;<;20;1;E3;1;147.1730737;15;5;2;7;7;4;3;42;87.73264313;403.9256592;1656.264893;306.7572327;10
1420;P15;575348.72;6280522.87;3;4;<;20;1;E4;1;147.1730737;15;5;2;7;7;4;3;42;87.73264313;403.9256592;1656.264893;306.7572327;10
1421;P43;571448.28;6282188.66;0.2;2.7;<;20;1;E2;2.5;129;6;3;13;19;4;1;2;11;377.9940491;734.7439575;3604.280273;432.8972168;180.2775574
1422;P45;571454.46;6282208.62;2.7;3;<;20;1;E3;0.3;129;6;3;13;19;4;1;2;11;393.609314;726.2626953;3611.678955;439.3176575;196.4688263
1423;P44;571458.3;6282190.57;2.5;3;<;20;1;E3;0.5;129;6;3;13;19;4;1;2;11;374.6351624;724.7625122;3597.305664;442.8317871;177.2004547
1424;P46;571463.41;6282202.53;0.2;2.5;<;20;1;E2;2.3;129;6;3;13;19;4;1;2;11;381.0667725;715.4726563;3597.539307;451.2205811;183.8477631
1425;P49;571463.69;6282234.54;1;1.3;<;20;1;E2;0.3;129;6;3;13;19;4;1;2;11;409.8500977;718.3775635;3619.200684;445.5333862;196.4688263
1426;P48;571467.51;6282214.5;0.2;2.7;<;20;1;E2;2.5;129;6;3;13;19;4;1;2;11;390.6408691;716.3026733;3604.746582;449.1102295;193.1320801
1427;P50;571472.64;6282228.46;1.2;1.7;<;20;1;E2;0.5;129;6;3;13;19;4;1;2;11;407.2457581;708.4478149;3612.310303;455.4118958;194.1648712
1428;P35;571481.22;6282180.37;2.2;2.5;<;20;1;E3;0.3;128.9734948;6;3;13;19;4;1;2;11;359.0363464;704.2416382;3576.205322;463.8965454;161.5549469
1429;P38;571481.37;6282197.37;1.5;3;<;20;1;E3;1.5;129;6;3;13;19;4;1;2;11;378.2643127;705.5020142;3590.607178;460.9772339;180.2775574
1430;P40;571492.47;6282208.28;2;3;<;20;1;E3;1;129.2690707;6;3;13;19;4;1;2;11;383.1661377;686.4295044;3584.035889;478.5394592;183.575592
1431;P39;571499.41;6282201.21;2;2.5;<;20;1;E3;0.5;129.2326714;6;3;13;19;4;1;2;11;373.4004517;685.5633545;3576.786865;480.5205383;174.6424866
1432;P42;571501.6;6282223.2;0.2;2.2;<;20;1;E2;2;129.6411493;6;3;13;19;4;1;2;11;390.9945068;677.4997559;3584.437744;486.6210022;187.8829498
1433;P27;571504.06;6282161.16;2.2;3;=;35;9;E3;0.8;129.1827527;6;3;13;19;4;1;2;11;332.1841431;673.5543823;3540.980469;496.4876709;133.4166412
1434;P41;571510.54;6282215.12;2.2;2.5;<;20;1;E3;0.3;129.5647474;6;3;13;19;4;1;2;11;381.1670227;676.4743042;3577.161621;488.364624;178.885437
1435;P30;571511.19;6282176.1;2.2;3;<;20;9;E3;0.8;129.2591543;6;3;13;19;4;1;2;11;341.9571533;673.8426514;3548.189941;494.974762;143.1782074
1436;P32;571520.3;6282188.02;2.2;3;<;20;1;E3;0.8;129.6276321;6;3;13;19;4;1;2;11;359.6991882;664.885498;3555.761475;502.1951904;156.524765
1437;P29;571522.17;6282173;0.2;2.2;<;20;1;E2;2;129.5305061;6;3;13;19;4;1;2;11;338.3470154;653.8562012;3534.373535;514.7814941;134.1640778
